saldo_movimentacao,categoria,grau_instrucao,idade,horas_contratuais,raca_cor,sexo,tipo_movimentacao,tipo_deficiencia,salario_mensal,indicador_aprendiz
-1,101,7,28,36.0,6,3,40,0,3224.78,0
-1,101,7,35,42.0,3,1,40,0,1302.0,0
-1,101,7,29,44.0,6,1,40,0,1302.0,0
-1,101,9,41,44.0,6,3,40,0,1590.0,0
-1,101,7,37,20.0,6,3,43,0,1200.0,0
-1,103,6,20,20.0,3,3,43,0,592.0,1
-1,103,6,22,20.0,3,3,43,0,592.0,1
-1,101,9,25,44.0,3,3,43,0,0.0,0
-1,106,9,35,4.0,1,3,43,0,3000.0,0
-1,103,7,21,20.0,6,1,43,0,611.53,1
1,101,7,21,24.0,6,1,97,0,710.4,0
1,101,7,21,44.0,3,3,97,0,1302.0,0
1,101,7,23,44.0,6,1,97,0,1375.0,0
1,101,7,24,44.0,6,3,97,0,1312.0,0
1,101,7,56,30.0,6,3,97,0,1620.0,0
1,101,7,28,44.0,3,3,97,0,1302.0,0
1,101,9,44,40.0,3,3,97,0,3255.0,0
1,101,9,22,40.0,6,3,97,0,3200.0,0
1,101,9,38,28.0,6,3,97,0,2800.0,0
1,101,7,25,44.0,3,3,97,0,1302.0,0
1,101,7,29,44.0,1,1,97,0,1302.0,0
1,101,9,35,38.5,6,3,97,0,3272.73,0
1,101,7,41,44.0,6,3,97,0,1302.0,0
1,101,6,43,39.0,6,1,97,0,1302.0,0
1,101,9,33,44.0,3,3,97,0,2348.4,0
1,101,7,21,44.0,3,3,97,0,1302.0,0
1,101,7,27,36.0,6,1,97,0,1407.0,0
1,101,80,38,28.0,6,3,97,0,3272.73,0
1,101,7,38,44.0,6,1,97,0,1320.0,0
1,101,7,33,48.0,1,3,97,0,1590.0,0
1,101,7,23,44.0,6,1,97,0,1302.0,0
1,101,80,31,36.0,6,3,97,0,3272.73,0
1,103,6,17,20.0,2,1,97,0,592.0,1
1,101,7,19,44.0,6,3,97,0,2800.0,0
1,101,80,46,38.5,6,3,97,0,4000.0,0
1,101,9,27,20.0,3,1,97,0,1733.34,0
1,101,7,46,44.0,6,3,97,0,1302.0,0
1,101,9,39,44.0,6,3,97,0,5500.0,0
1,101,7,36,44.0,3,3,97,0,1302.0,0
1,101,9,30,44.0,3,3,97,0,2511.62,0
1,103,7,18,30.0,1,3,97,0,611.53,1
1,101,7,53,38.5,6,3,97,0,2800.0,0
1,101,7,35,44.0,3,3,97,0,1302.0,0
1,101,7,38,40.0,3,3,97,0,1511.13,0
1,101,7,35,29.17,3,3,97,0,2345.0,0
1,101,9,48,44.0,6,3,97,0,1302.0,0
1,101,9,23,30.0,6,3,97,0,2398.19,0
1,101,9,26,36.0,6,3,97,0,3272.73,0
1,103,9,18,30.0,3,3,97,0,611.53,1
1,101,7,43,38.5,6,3,97,0,1565.0,0
1,101,7,22,44.0,3,1,97,0,1302.0,0
1,101,9,27,44.0,3,1,97,0,1302.0,0
1,101,9,32,40.0,3,3,97,0,3722.7,0
1,101,7,20,44.0,6,3,97,0,1302.0,0
1,101,7,24,38.5,5,3,97,0,1302.0,0
1,101,7,36,44.0,3,3,97,0,1302.0,0
1,101,10,38,40.0,6,1,97,0,3800.0,0
1,101,7,26,44.0,3,3,97,0,1302.0,0
-1,101,7,24,44.0,2,1,31,0,1500.0,0
-1,101,9,33,44.0,1,3,31,0,0.0,0
-1,101,9,29,33.5,1,1,31,0,1302.0,0
-1,101,8,33,40.0,3,3,31,0,7000.0,0
-1,101,7,28,44.0,3,1,43,0,1302.0,0
1,101,7,33,44.0,3,3,97,0,1320.0,0
1,101,7,56,44.0,3,1,97,0,2000.0,0
-1,103,8,24,20.0,1,3,31,0,739.53,1
-1,101,7,58,44.0,3,1,31,0,1249.0,0
-1,101,5,23,44.0,1,1,31,0,1302.0,0
-1,101,7,36,44.0,3,1,31,0,1661.66,0
-1,101,7,26,38.0,3,1,31,0,1302.0,0
-1,101,6,45,22.0,3,3,31,0,1302.0,0
-1,101,8,27,44.0,6,3,31,0,1500.0,0
-1,101,7,39,44.0,3,3,31,0,1302.0,0
-1,101,7,30,44.0,3,1,31,0,1302.0,0
-1,101,3,58,44.0,2,3,31,0,1302.0,0
-1,101,9,33,20.0,3,3,40,0,1369.3,0
1,101,7,48,36.0,1,3,97,0,1375.0,0
1,101,7,38,44.0,1,3,97,0,1800.0,0
1,101,9,69,40.0,6,1,97,0,16423.52,0
1,101,7,22,44.0,6,1,97,0,1375.0,0
1,101,9,23,1.0,6,1,97,0,82.45,0
1,101,8,25,44.0,2,3,97,0,1302.0,0
1,101,7,21,30.0,3,3,97,0,1302.0,0
1,101,7,35,44.0,1,3,97,0,1302.0,0
1,101,7,32,40.0,6,1,97,0,1608.81,0
1,101,9,22,15.0,1,1,97,0,1375.0,0
1,101,7,24,44.0,3,3,97,0,1375.0,0
1,101,7,32,44.0,1,1,97,0,1375.0,0
-1,101,7,34,44.0,3,1,31,0,1885.62,0
-1,101,7,33,44.0,6,1,31,0,1885.62,0
-1,101,7,38,44.0,6,1,31,0,1320.0,0
-1,101,7,24,44.0,3,3,31,0,1302.0,0
-1,101,9,29,40.0,3,3,31,0,2200.0,0
-1,105,9,48,40.0,3,1,40,0,1800.0,0
-1,101,8,27,40.0,3,1,40,0,2635.23,0
-1,103,8,23,20.0,3,1,40,0,651.0,1
-1,101,7,26,44.0,3,3,40,0,1500.0,0
-1,101,7,32,44.0,6,1,43,0,1314.26,0
-1,105,8,40,30.0,3,3,43,0,1460.08,0
1,101,7,22,48.0,6,3,97,0,1375.0,0
1,101,7,26,48.0,3,3,97,0,1302.0,0
1,101,7,41,45.0,3,1,97,0,1885.62,0
1,101,7,25,44.0,6,1,97,0,1314.26,0
1,101,7,31,40.0,6,1,97,0,4478.16,0
1,101,7,56,30.0,1,3,97,0,0.0,0
1,101,7,28,40.0,3,3,97,0,1309.46,0
1,105,10,31,16.0,3,1,97,0,3362.63,0
1,101,9,42,35.0,1,1,97,0,2600.0,0
1,101,7,54,48.0,1,3,97,0,1302.0,0
1,105,9,43,40.0,3,3,97,3,2500.0,0
-1,101,5,21,48.0,3,1,40,0,1420.8,0
-1,101,9,24,44.0,3,3,60,0,2148.6,0
-1,101,5,51,44.0,3,1,31,0,1302.0,0
-1,101,7,42,44.0,2,1,31,0,1310.0,0
-1,101,7,21,44.0,3,3,31,0,1450.0,0
-1,101,4,30,44.17,1,1,31,0,1496.74,0
-1,101,2,63,44.0,1,3,31,0,2032.57,0
-1,101,7,24,24.0,3,1,31,0,1635.0,0
-1,101,7,35,44.0,3,1,31,0,1420.95,0
-1,101,7,29,44.0,3,3,31,0,1450.0,0
-1,101,5,23,40.0,1,1,31,0,1302.0,0
-1,101,7,34,44.0,6,3,40,0,1658.5,0
-1,111,7,19,44.0,6,3,40,0,1302.4,0
-1,101,7,26,24.0,1,3,40,0,668.06,0
-1,101,7,36,44.0,3,1,43,0,1302.0,0
-1,101,7,56,44.0,3,1,43,0,1390.0,0
-1,101,4,41,44.0,3,3,43,0,1336.11,0
-1,101,7,23,45.0,6,1,43,0,1320.0,0
-1,101,6,19,44.0,3,1,43,0,1631.44,0
-1,101,7,33,44.0,3,3,43,0,1450.0,0
1,101,7,42,44.0,6,1,97,0,1900.0,0
1,103,6,17,44.0,6,3,97,0,591.82,1
1,101,7,28,44.0,3,1,97,0,1450.0,0
1,101,7,37,44.0,6,1,97,0,1840.0,0
1,101,7,20,44.0,1,1,97,0,1302.0,0
1,101,7,20,44.0,6,1,97,0,1302.0,0
1,101,1,26,44.0,6,1,97,0,1302.0,0
1,101,7,36,44.0,6,1,97,0,1870.0,0
1,101,7,25,44.0,1,1,97,0,1302.0,0
1,101,7,30,44.0,6,3,97,0,1400.0,0
1,101,7,44,48.0,3,3,97,0,1336.11,0
1,111,6,30,44.0,3,1,97,0,2398.0,0
1,101,8,28,44.0,6,1,97,0,1302.0,0
1,101,7,41,44.0,6,1,97,0,1302.0,0
-1,101,5,45,44.0,3,3,31,0,1311.49,0
-1,101,6,21,44.0,6,1,31,0,1375.0,0
-1,101,6,23,44.0,3,1,31,0,1311.49,0
1,101,7,40,44.0,3,1,97,0,1499.64,0
1,101,5,26,44.0,3,1,97,0,1311.49,0
1,101,5,28,51.0,3,1,97,0,2004.95,0
1,101,9,34,44.0,3,3,97,0,1302.0,0
1,101,7,30,44.0,3,1,97,0,1311.49,0
-1,101,7,52,40.0,3,1,90,0,2000.0,0
-1,101,7,26,44.0,3,3,31,0,1321.08,0
-1,101,6,51,44.0,3,1,31,0,1302.0,0
-1,101,6,34,44.0,3,1,31,0,1717.14,0
-1,101,6,50,44.0,3,1,31,0,1717.14,0
-1,101,2,44,45.0,2,1,31,0,1332.98,0
-1,101,5,36,44.0,3,1,31,0,1885.62,0
-1,101,7,23,44.0,3,1,31,0,1375.0,0
-1,101,4,23,44.0,3,1,31,0,1302.0,0
-1,101,5,39,45.0,1,1,31,0,1885.62,0
-1,101,9,23,44.0,6,3,31,0,2180.0,0
-1,101,7,28,44.0,3,1,31,0,1320.0,0
-1,101,5,38,44.0,6,1,31,0,1302.0,0
-1,101,7,28,44.0,3,1,31,0,1885.62,0
-1,101,7,26,40.0,2,1,31,0,1212.0,0
-1,101,4,35,44.0,6,1,31,0,1885.62,0
-1,101,7,44,44.0,3,1,31,0,1885.62,0
-1,101,3,33,44.0,6,1,31,0,1885.62,0
-1,111,7,28,54.0,1,1,31,0,2313.9,0
-1,101,7,51,44.0,1,1,31,0,1717.14,0
-1,101,7,35,45.0,3,1,31,0,1302.0,0
-1,101,4,29,44.0,3,1,31,0,1885.62,0
-1,101,7,45,44.0,3,1,31,0,1320.0,0
-1,101,6,33,44.0,3,1,31,0,1320.0,0
-1,101,7,34,44.0,3,1,31,0,1800.0,0
-1,101,7,48,44.0,3,1,31,0,1320.0,0
-1,101,4,49,45.0,3,3,31,0,1343.77,0
-1,101,7,23,44.0,3,1,31,0,1526.0,0
-1,101,6,33,45.0,6,1,31,0,1591.23,0
-1,101,7,49,44.0,6,1,31,0,1885.62,0
-1,101,7,41,44.0,3,1,31,0,1885.62,0
-1,101,7,40,44.0,6,1,31,0,1885.62,0
-1,101,7,30,44.0,6,1,31,0,1320.0,0
-1,101,7,43,44.0,3,1,31,0,1540.0,0
-1,101,6,40,44.0,3,1,31,0,1390.0,0
-1,101,5,47,44.0,1,1,31,0,1320.0,0
-1,101,5,34,44.0,3,1,31,0,1885.62,0
-1,101,7,34,44.0,6,1,31,0,1885.62,0
-1,101,4,49,44.0,1,1,31,0,2180.0,0
-1,101,6,25,44.0,3,1,31,0,1375.0,0
-1,101,4,26,45.0,3,1,32,0,1598.99,0
-1,101,7,25,44.0,1,1,40,0,1885.62,0
-1,101,9,48,44.0,6,1,40,0,2915.86,0
-1,101,5,31,44.0,3,1,40,0,1302.0,0
-1,101,7,39,44.0,3,1,40,0,2800.0,0
-1,101,7,43,53.0,3,1,40,0,1885.62,0
-1,101,4,36,45.0,3,1,40,0,1885.62,0
-1,101,4,26,44.0,3,1,40,0,1885.62,0
-1,101,7,27,44.0,3,1,40,0,1343.77,0
-1,101,4,27,44.0,3,1,43,0,1320.0,0
-1,101,7,44,44.0,6,1,43,0,1885.62,0
-1,101,5,25,44.0,3,1,43,0,1885.62,0
-1,101,7,48,44.0,3,1,43,0,1885.62,0
-1,101,7,26,44.0,6,1,43,0,1320.0,0
-1,101,6,36,44.0,6,1,43,0,1885.62,0
-1,101,4,39,45.0,3,1,43,0,1320.0,0
-1,101,7,40,44.0,6,1,43,0,1302.0,0
-1,101,7,42,44.0,3,1,43,0,1885.62,0
-1,101,7,36,44.0,3,1,43,0,1374.15,0
-1,101,7,28,44.0,2,1,43,0,1302.0,0
-1,101,7,19,44.0,2,1,43,0,1302.0,0
-1,101,7,47,44.0,6,1,43,0,9900.0,0
-1,101,6,27,45.0,3,1,43,0,1302.0,0
-1,101,4,41,44.0,3,1,43,0,1885.62,0
-1,101,7,37,44.0,3,1,43,0,1320.0,0
1,101,6,42,44.0,3,1,97,0,1885.62,0
1,101,6,64,44.0,3,1,97,0,4500.0,0
1,101,7,25,45.0,3,1,97,0,1320.0,0
1,101,4,24,45.0,3,1,97,0,1320.0,0
1,101,5,34,44.0,3,1,97,0,1320.0,0
1,101,7,40,44.0,3,1,97,0,1885.62,0
1,101,2,38,44.0,6,1,97,0,1320.0,0
1,101,6,51,44.0,3,1,97,0,1320.0,0
1,101,7,43,44.0,6,1,97,0,1320.0,0
1,101,7,50,44.0,6,1,97,0,1320.0,0
1,101,5,28,44.0,6,1,97,0,1320.0,0
1,101,7,46,44.0,6,1,97,0,1320.0,0
1,101,7,26,44.0,3,1,97,0,2352.29,0
1,101,4,49,44.0,3,1,97,0,1320.0,0
1,101,7,26,44.0,3,1,97,0,1885.92,0
1,101,2,39,44.0,3,1,97,0,1885.62,0
1,101,7,46,45.0,1,1,97,0,1488.92,0
1,101,7,61,44.0,6,1,97,0,1885.62,0
1,101,7,47,45.0,3,1,97,0,2500.0,0
1,101,5,31,44.0,6,1,97,0,1320.0,0
1,101,5,36,45.0,3,1,97,0,1460.8,0
1,101,7,38,44.0,3,1,97,0,1500.0,0
1,101,4,34,40.0,1,1,97,0,1320.0,0
1,101,6,26,44.0,6,1,97,0,1320.0,0
1,101,7,49,44.0,6,1,97,0,1729.93,0
1,101,7,48,44.0,6,1,97,0,2229.58,0
1,101,3,41,44.0,3,1,97,0,1885.62,0
1,101,5,47,44.0,3,1,97,0,2044.65,0
1,101,6,46,44.0,6,3,97,0,1885.62,0
1,101,5,18,45.0,3,1,97,0,1320.0,0
1,101,4,21,44.0,3,1,97,0,1302.0,0
1,101,7,25,44.0,6,1,97,0,1375.0,0
1,101,2,30,44.0,3,1,97,0,1320.0,0
1,105,7,33,44.0,6,1,97,0,3200.0,0
1,101,5,41,45.0,2,1,97,0,1480.0,0
1,103,6,16,44.0,6,3,97,0,1300.2,1
1,101,7,42,45.0,6,1,97,0,1320.0,0
1,101,7,25,44.0,2,1,97,0,1885.62,0
1,101,5,23,45.0,2,1,97,0,1320.0,0
1,101,7,40,44.0,6,1,97,0,1828.47,0
1,101,7,48,44.0,6,1,97,0,1885.62,0
1,101,9,25,48.0,3,3,97,0,1375.0,0
1,101,7,26,44.0,3,1,97,0,2390.6,0
1,101,7,25,44.0,1,1,97,0,1320.0,0
1,101,9,34,44.0,6,1,97,0,3000.0,0
1,101,7,53,44.0,3,1,97,0,1320.0,0
1,101,7,40,44.0,6,1,97,0,1885.62,0
1,101,7,38,44.0,6,1,97,0,1885.62,0
1,101,6,40,44.0,3,1,97,0,1885.62,0
1,101,2,29,44.0,6,1,97,0,1320.0,0
1,101,6,19,44.0,3,1,97,0,1320.0,0
1,105,9,39,44.0,6,1,97,0,6000.0,0
1,101,6,22,44.0,3,1,97,0,1320.0,0
1,101,4,34,44.0,3,1,97,0,1320.0,0
1,111,7,23,44.0,3,1,97,0,5.92,0
1,101,7,22,44.0,3,1,97,0,1885.62,0
1,101,2,23,44.0,6,1,97,0,1320.0,0
1,101,4,59,45.0,3,1,97,0,1460.8,0
1,101,7,40,44.0,3,1,97,0,2200.0,0
1,101,7,49,44.0,3,1,97,0,1885.62,0
1,101,5,41,44.0,3,1,97,0,1320.0,0
1,101,2,50,45.0,3,3,97,0,1332.98,0
1,101,4,31,45.0,2,1,97,0,1986.0,0
1,101,6,23,44.0,3,1,97,0,1320.0,0
1,101,7,35,44.0,6,1,97,0,1436.0,0
1,101,6,30,44.0,3,1,97,0,1320.0,0
1,101,7,34,44.0,6,1,97,0,1320.0,0
1,101,6,32,44.0,3,1,97,0,1320.0,0
1,101,5,50,44.0,3,1,97,0,1320.0,0
1,101,7,49,44.0,3,1,97,0,1885.62,0
1,101,7,29,44.0,6,1,97,0,1320.0,0
1,101,7,26,44.0,6,1,97,0,1302.0,0
1,101,2,58,44.0,6,1,97,0,1320.0,0
1,101,7,32,44.0,6,1,97,0,1500.0,0
1,101,4,45,44.0,3,1,97,0,1885.62,0
1,101,7,22,44.0,3,1,97,0,1320.0,0
1,101,7,58,45.0,6,1,97,0,1320.0,0
1,101,7,34,44.0,6,1,97,0,2499.2,0
1,101,7,47,45.0,3,1,97,0,3431.06,0
1,101,4,38,44.0,3,1,97,0,1885.62,0
1,101,2,22,44.0,3,1,97,0,1320.0,0
1,101,2,42,44.0,6,1,97,0,1302.0,0
1,101,7,31,44.0,1,1,97,0,1885.62,0
1,101,4,37,45.0,3,1,97,0,1480.0,0
-1,101,7,33,44.0,3,1,90,0,1375.0,0
-1,101,7,50,44.0,3,3,60,0,1352.04,0
-1,101,7,27,44.0,6,1,31,0,1375.0,0
-1,101,9,41,44.0,3,3,31,0,1492.19,0
-1,101,7,30,44.0,3,1,31,0,1375.0,0
-1,101,7,53,44.0,3,1,31,0,1922.16,0
-1,101,7,25,44.0,3,1,31,0,1375.0,0
-1,101,5,37,44.0,3,3,31,0,1375.0,0
-1,101,7,37,44.0,3,1,31,0,1922.16,0
-1,101,7,31,48.0,1,1,31,0,1581.33,0
-1,101,7,58,40.0,1,3,31,0,1302.0,0
-1,101,7,19,22.0,3,3,31,0,687.5,0
-1,101,7,26,44.0,6,1,31,0,1302.0,0
-1,101,7,35,44.0,3,1,31,0,1375.0,0
-1,101,7,20,44.0,3,3,31,0,1304.53,0
-1,101,9,38,44.0,3,3,31,0,1950.84,0
-1,101,7,52,44.0,3,3,31,0,1336.11,0
-1,101,6,35,44.0,2,1,31,0,1590.0,0
-1,101,7,30,44.0,3,3,31,0,1375.0,0
-1,101,7,38,44.0,6,3,31,0,1266.0,0
-1,101,7,40,44.0,6,1,31,0,1302.0,0
-1,101,7,22,48.0,6,1,31,0,1302.0,0
-1,101,7,25,44.0,3,3,31,0,286440.0,0
-1,101,7,31,36.0,1,3,31,0,1375.0,0
-1,101,7,40,48.0,1,1,31,0,2047.57,0
-1,101,7,39,44.0,6,3,31,0,1304.53,0
-1,101,7,24,44.0,6,3,31,0,1375.0,0
-1,101,8,21,42.0,6,3,31,0,1400.0,0
-1,101,7,36,44.0,3,1,31,0,1375.0,0
-1,101,7,25,42.0,6,1,31,0,1367.58,0
-1,101,7,27,44.0,6,1,31,0,1302.0,0
-1,101,5,33,48.0,1,1,31,0,1302.0,0
-1,101,7,20,44.0,1,1,31,0,1330.43,0
-1,101,7,40,40.0,3,3,31,0,1302.0,0
-1,101,7,19,44.0,3,3,31,0,1336.11,0
-1,101,7,45,44.0,6,1,31,0,1631.44,0
-1,101,7,22,48.0,6,1,31,0,1375.0,0
-1,101,8,37,44.0,3,1,31,0,5100.0,0
-1,101,8,29,43.0,1,3,31,0,0.0,0
-1,101,7,37,44.0,3,1,31,0,1375.0,0
-1,101,7,36,22.0,3,3,31,0,3440.7,0
-1,101,7,61,44.0,6,1,31,0,1600.0,0
-1,101,7,31,44.0,6,1,31,0,1437.45,0
-1,101,7,35,44.0,6,3,31,0,1304.53,0
-1,101,7,42,48.0,1,3,31,0,1347.91,0
-1,101,7,31,48.0,6,3,31,0,1375.0,0
-1,101,7,31,44.0,6,3,31,0,1375.0,0
-1,101,7,25,44.0,3,1,31,0,1400.0,0
-1,101,7,27,44.0,2,1,31,0,1375.0,0
-1,101,7,28,42.0,6,3,31,0,1400.0,0
-1,101,7,49,48.0,6,3,31,0,1375.0,0
-1,101,5,46,44.0,6,1,31,0,1496.74,0
-1,101,7,23,44.0,6,1,31,0,1336.11,0
-1,101,7,39,44.0,1,3,31,0,1375.0,0
-1,101,9,45,44.0,3,1,31,0,2683.92,0
-1,101,7,60,44.0,1,1,31,0,1304.53,0
-1,101,8,31,44.0,3,1,31,0,1679.89,0
-1,101,7,36,44.0,3,3,31,0,1302.0,0
-1,101,9,56,48.0,1,1,31,0,1396.04,0
-1,101,7,22,44.0,2,3,31,0,1375.0,0
-1,101,7,32,48.0,1,1,31,0,1863.56,0
-1,101,7,31,44.0,1,3,31,0,1320.0,0
-1,101,7,29,44.0,3,1,31,0,2120.0,0
-1,101,7,45,44.0,3,1,31,0,2185.6,0
-1,101,7,34,44.0,3,3,31,0,1375.0,0
-1,101,7,32,48.0,1,1,31,0,1667.42,0
-1,101,7,41,44.0,1,3,31,0,1375.0,0
-1,101,7,20,44.0,1,1,31,0,1304.53,0
-1,101,1,26,44.0,6,1,31,0,1266.0,0
-1,101,7,41,44.0,3,1,31,0,5044.35,0
-1,101,7,40,44.0,3,3,31,0,1631.44,0
-1,101,7,35,44.0,6,3,31,0,1302.0,0
-1,101,7,21,44.0,6,1,40,0,1302.0,0
-1,101,7,21,44.0,1,1,40,0,1375.0,0
-1,101,7,23,22.0,6,3,40,0,651.0,0
-1,101,7,36,44.0,1,3,40,0,1304.53,0
-1,101,7,29,48.0,6,1,40,0,1686.04,0
-1,101,5,28,44.0,3,1,40,0,1336.11,0
-1,101,7,46,44.0,6,1,40,0,1500.0,0
-1,101,7,20,44.0,6,1,40,0,1344.9,0
-1,101,7,19,44.0,6,3,40,0,1375.0,0
-1,111,9,23,1.0,3,1,40,0,29.55,0
-1,101,7,44,44.0,6,3,40,0,1302.0,0
-1,101,7,40,44.0,6,1,40,0,1400.0,0
-1,101,7,22,44.0,1,3,40,0,1320.0,0
-1,101,7,28,44.0,3,3,40,0,1302.0,0
-1,101,8,43,44.0,1,3,40,0,1302.0,0
-1,101,8,30,44.0,3,3,40,0,1375.0,0
-1,101,5,38,44.0,2,1,40,0,1400.0,0
-1,101,7,30,44.0,3,1,40,0,1302.0,0
-1,101,8,31,44.0,3,1,40,0,1375.0,0
-1,101,7,26,37.5,1,1,40,0,1600.0,0
-1,101,7,37,44.0,3,3,40,0,1344.9,0
-1,101,5,26,44.0,3,1,40,0,1314.0,0
-1,101,7,22,44.0,3,1,40,0,1400.0,0
-1,101,7,35,44.0,3,1,40,0,0.0,0
-1,101,7,38,44.0,3,1,43,0,1375.0,0
-1,103,4,17,20.0,6,3,43,0,651.0,1
-1,101,7,21,44.0,6,3,43,0,1375.0,0
-1,101,7,24,44.0,6,3,43,0,1375.0,0
-1,101,7,33,44.0,3,1,43,0,1304.53,0
-1,101,7,41,44.0,3,3,43,0,1336.11,0
-1,101,7,23,44.0,6,3,43,0,1304.53,0
-1,101,7,22,44.0,1,3,43,0,1302.0,0
-1,101,7,39,44.0,6,3,43,0,1600.0,0
-1,101,7,39,44.0,3,3,43,0,1302.0,0
-1,101,5,18,44.0,3,3,43,0,1314.0,0
-1,101,9,34,41.14,3,3,43,0,0.0,0
1,101,9,32,44.0,3,3,97,0,1444.9,0
1,101,7,21,40.0,3,3,97,0,1375.0,0
1,101,7,40,44.0,6,1,97,0,1368.57,0
1,101,7,25,44.0,3,3,97,0,0.0,0
1,105,6,21,44.0,3,1,97,0,1375.0,0
1,101,7,20,44.0,3,3,97,0,1375.0,0
1,101,7,35,44.0,3,1,97,0,1671.75,0
1,101,6,21,44.0,1,1,97,0,1400.0,0
1,101,7,32,44.0,3,1,97,0,1806.12,0
1,101,7,36,40.0,3,1,97,0,1304.53,0
1,101,7,35,44.0,3,1,97,0,1384.49,0
1,101,7,38,44.0,6,1,97,0,1375.0,0
1,101,7,47,48.0,3,3,97,0,2329.42,0
1,101,7,18,40.0,6,3,97,0,1375.0,0
1,101,7,49,44.0,3,1,97,0,1375.0,0
1,101,9,47,48.0,3,3,97,0,3700.0,0
1,101,7,25,48.0,3,1,97,0,1375.0,0
1,101,7,46,44.0,6,3,97,0,1375.0,0
1,101,8,24,48.0,3,3,97,0,2584.77,0
1,101,7,18,44.0,6,3,97,0,1336.11,0
1,101,7,19,44.0,3,1,97,0,1375.0,0
1,101,9,38,48.0,3,3,97,0,1302.0,0
1,101,7,29,44.0,1,3,97,0,1375.0,0
1,101,7,17,30.24,3,3,97,0,887.73,0
1,101,7,20,44.0,6,3,97,0,1375.0,0
1,101,7,28,44.0,6,1,97,0,1407.98,0
1,101,8,38,44.0,3,3,97,0,2144.44,0
1,101,7,35,44.0,6,1,97,0,0.0,0
1,101,7,43,44.0,6,3,97,0,1302.0,0
1,101,7,29,36.0,6,3,97,0,1302.0,0
1,101,7,31,44.0,6,1,97,0,1368.43,0
1,101,7,24,44.0,3,3,97,0,1375.0,0
1,101,7,25,44.0,6,1,97,0,1394.0,0
1,101,7,19,44.0,6,3,97,0,1375.0,0
1,101,7,24,54.0,3,1,97,0,1375.0,0
1,103,7,20,20.0,3,3,97,0,651.0,1
1,101,6,43,44.0,1,1,97,0,1304.53,0
1,101,7,28,48.0,3,1,97,0,1375.0,0
1,101,7,56,44.0,2,3,97,0,1375.0,0
1,101,8,27,44.0,6,3,97,0,1380.12,0
1,101,7,29,44.0,6,3,97,0,1500.0,0
1,101,7,45,40.0,6,1,97,0,1631.44,0
1,101,7,28,44.0,3,1,97,0,1375.0,0
1,101,7,26,44.0,1,3,97,0,1302.0,0
1,101,7,19,44.0,1,1,97,0,1375.0,0
1,105,7,39,44.0,3,3,97,0,1375.0,0
1,101,7,31,44.0,2,1,97,0,1367.58,0
1,101,7,27,44.0,1,1,97,0,1375.0,0
1,101,7,27,44.0,6,1,97,0,1400.0,0
1,101,7,47,44.0,3,3,97,0,2193.0,0
1,101,7,21,44.0,6,1,97,0,1375.0,0
1,101,7,34,44.0,3,1,97,0,1375.0,0
1,101,7,29,44.0,1,1,97,0,1375.0,0
1,101,7,21,44.0,3,3,97,0,1375.0,0
1,101,5,22,44.0,3,3,97,0,1375.0,0
1,101,9,31,44.0,6,1,97,0,1320.0,0
1,101,6,36,44.0,3,1,97,0,1512.38,0
1,103,7,18,36.0,1,3,97,0,619.99,1
1,101,7,44,44.0,6,3,97,0,1375.0,0
1,101,7,27,44.0,6,1,97,0,1302.0,0
1,101,7,38,44.0,1,1,97,0,1302.0,0
1,101,9,33,44.0,6,1,97,0,1302.0,0
1,101,5,43,44.0,6,3,97,0,1375.0,0
1,101,7,32,48.0,1,1,97,0,1375.0,0
1,101,6,43,44.0,6,1,97,0,1631.44,0
1,101,7,27,44.0,3,1,97,0,1352.04,0
1,101,7,17,44.0,6,1,97,0,1375.0,0
1,101,7,23,44.0,3,3,97,0,1375.0,0
1,101,7,35,44.0,3,3,97,0,1350.0,0
1,101,7,35,44.0,1,3,97,0,1302.0,0
1,101,7,21,44.0,3,1,97,0,1304.53,0
1,101,7,39,44.0,2,3,97,0,1333.2,0
1,101,7,35,44.0,6,3,97,0,1521.67,0
1,101,7,29,44.0,6,3,97,0,2039.91,0
1,101,7,43,44.0,6,1,97,0,2330.0,0
1,101,7,46,44.0,6,1,97,0,1603.01,0
1,101,7,26,44.0,6,1,97,0,1394.04,0
1,101,7,40,48.0,3,1,97,0,1359.09,0
1,101,9,36,44.0,6,3,97,2,1308.5,0
1,101,7,21,44.0,1,1,97,0,1302.0,0
1,101,7,33,44.0,1,3,97,0,1336.11,0
1,101,7,21,36.0,1,3,97,0,1375.0,0
1,101,7,18,44.0,6,1,97,0,1375.0,0
1,101,7,21,44.0,3,1,97,0,1360.0,0
1,101,7,20,44.0,6,3,97,0,1304.53,0
1,101,7,31,42.0,6,1,97,0,1375.0,0
1,101,7,19,44.0,6,3,97,0,1302.0,0
1,101,7,25,44.0,6,1,97,0,1304.53,0
1,101,5,22,44.0,3,3,97,0,1375.0,0
1,103,7,18,36.0,6,1,97,0,917.59,1
1,101,7,30,48.0,3,3,97,0,1375.0,0
1,101,7,26,42.0,3,1,97,0,1302.0,0
1,101,7,18,44.0,6,1,97,0,1302.0,0
1,101,7,28,44.0,3,1,97,0,1375.0,0
1,101,7,23,44.0,3,1,97,0,1631.44,0
1,101,7,21,44.0,3,3,97,0,1375.0,0
1,101,7,19,44.0,3,3,97,0,1360.0,0
1,101,7,32,44.0,3,1,97,0,1375.0,0
1,101,9,39,43.14,1,3,97,0,1372.0,0
